artist,role,text
Cardi B,rapper,=== Cardi Tries ===
Cardi B,rapper,"She premiered the series Cardi Tries via Facebook Messenger in December 2020, with herself as one of the executive producers. The web series ran for three seasons until April 2023."
Cardi B,rapper,=== Philanthropy ===
Cardi B,rapper,"In 2022, Cardi B donated $100,000 to the elementary school she attended, I.S. 232 in The Bronx."
Cardi B,rapper,== Public image ==
Cardi B,rapper,=== Political statements ===
Cardi B,rapper,"Cardi B identifies as a feminist. The rapper has been called ""unabashedly, directly political"" and often uses social media to advocate for causes she believes in, such as gun control. During the 2016 presidential primaries, she warned her fans of Donald Trump's immigration policies and encouraged them to vote for Senator Bernie Sanders. At the Grammy Awards in 2018, she appeared in a video along with Hillary Clinton to narrate a portion of Fire and Fury, Michael Wolff's insider's account of Trump's administration, and stated ""Why am I even reading this shit? I can't believe this. I can't believe—this is how he really lives his life?"""
Cardi B,rapper,"Early in 2018, she used her social media to demand transparency on tax policy, asking for detailed information on how her taxpayer dollars are being spent in New York state and criticizing the maintenance of its streets, prisons, and public transportation. Also in 2018, she praised President Franklin D. Roosevelt for advocating for the Social Security program and the New Deal project. She said of Roosevelt, ""he helped us get over the Depression, all while he was in a wheelchair. Like, this man was suffering from polio at the time of his presidency, and yet all he was worried about was trying to make America great—make America great again for real. He's the real 'Make America Great Again,' because if it wasn't for him, old people wouldn't even get Social Security."" Sanders has praised her for her ""leading role"" in calling attention to Social Security."
Cardi B,rapper,"Cardi B endorsed Sanders once again in his second bid for the presidency in the 2020 United States presidential election, while praising U.S. Representative Tim Ryan. She stated that one of the reasons for her endorsement is Sanders' long-time involvement in supporting underprivileged minorities and ""people getting Medicare because he knows they can't afford it,"" while Politico argued that she ""might be one of Bernie's most powerful 2020 allies."""
Cardi B,rapper,"In 2020, Cardi B used her social pages to raise awareness for victims of police brutality, and has encouraged people to vote for mayors, judges and district attorneys in local elections. In a conversation with Democratic candidate Joe Biden for Elle, they discussed Medicare, free college tuition, and racial equality. According to a study published by The Hollywood Reporter, Cardi B ranked as the fifth most influential celebrity, and fourth among Generation Z, for the 2020 presidential election."
Cardi B,rapper,"In late 2023, Cardi B stated she no longer supports Joe Biden for president, saying that she would ""not [be] endorsing no fucking presidents no more"" as a result of Biden's ""spending on wars"". In 2024, she endorsed Kamala Harris."
Cardi B,rapper,=== Fashion ===
Cardi B,rapper,"Cardi has a noted affinity for Christian Louboutin heels, a running theme in her song ""Bodak Yellow"". She has also mentioned her affinity for cheap, fast fashion brands stating ""I don't care if it cost $20 or $15. If it looks good on me, it looks good on me"". During an interview in early 2017, Cardi B spoke on being rejected by some fashion designers. Cardi wore vintage Thierry Mugler to the 2019 Grammy Awards, with an i-D article stating that the fashion house's ""resurgence onto the fashion scene can almost single-handedly be attributed"" to the Swarovski crystal-embroidered crinoline sheath gown she wore at the ceremony."
Cardi B,rapper,"Mugler's collaboration with Cardi B marked the second time in 25 years that the Paris house opened its archives to dress a celebrity, the first being Beyoncé for her 2009 concert tour. W magazine credited the ""WAP"" music video for popularizing the Mugler bodysuit in the mainstream. Cardi has acknowledged Mugler as one of the first designers to ""take a major chance on [her]"" for their fashion collaborations."
Cardi B,rapper,"Vogue, The Telegraph, Time, and Vibe have referred to her as a fashion icon. An article from Vogue noted she ""is famous for her statement getups—whether she's rocking archival Mugler on the red carpet, or dripping in Chanel while sitting courtside at a basketball game."" Her over-the-top manicures, designed by nail artist Jenny Bui and studded with Swarovski crystals, has become a part of her signature look. Editor Christian Allaire from the magazine in 2021 commented that her signature ""bold"" ensembles ""create a spectacle"" during fashion weeks."
Cardi B,rapper,"In 2018, she became the first female rapper in the U.S. to appear on the cover of Vogue magazine. Photographed by Annie Leibovitz, the cover, one of four for the January 2019 issue that included Stella McCartney, features her in a red and white Michael Kors dress and matching red Jimmy Choo shoes, while holding her daughter, Kulture."
Cardi B,rapper,"In 2019, the Council of Fashion Designers of America included her on their list of ""28 Black Fashion Forces"". Vogue editor-in-chief Anna Wintour commended her fashion sense, declaring that she ""completely rethought [her] opinion of Cardi B's style"" after the 2019 Met Gala, where the rapper wore a Thom Browne-designed burgundy gown that extends outward in concentric circles for about ten feet and was inspired by the female form."
Cardi B,rapper,"Cardi B became the face of Balenciaga's ad campaign for the winter 2020 season. The campaign includes billboards in several international locations, such as the Louvre museum. Vogue's Brooke Bobb commented, ""This is Cardi's first campaign for a luxury fashion house, though she's definitely no stranger to the Parisian style scene"", citing her floral printed Richard Quinn ensemble ""that literally covered her from head to toe"" and her being ""a front row fixture"" at high fashion shows, adding, ""She and her stylist Kollin Carter have been wildly successful in carving out a much-needed space for Cardi within the fashion industry, and they've cultivated a personal style that is all her own while being inspiring to all""."
Cardi B,rapper,"In 2020, Cardi B became the first female rapper to be awarded by the FN Achievement Awards when she won the Style Influencer of the Year award, which was presented to her by Christian Louboutin. In a press release for the awards show, she was called an ""influence just about everything in pop culture—from music, fashion and style to social media, politics and even public service"". In 2022, Rolling Stone ranked her as the second most-stylish woman in music, behind Lady Gaga, and GQ considered her ""one of fashion's preeminent risk-takers."""
Cardi B,rapper,== Impact ==
Cardi B,rapper,"Cardi B has been referred to as the ""Reigning Queen of Hip Hop"" by multiple publications, including Billboard, The Hollywood Reporter, Entertainment Weekly, Omaha World-Herald, Black Enterprise, Newsweek, and The A.V. Club, and as the ""Queen of Rap"" by NME, Essence, Harper's Bazaar Malaysia, The Jakarta Post, Uproxx, iHeartRadio, Geo TV, Vanity Fair, Joe, Boston Herald, Refinery 29, France 24, and Nigerian media The Guardian,  BBC News, and Daily Trust."
